City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
103,Nuuk,GL,64.18,-51.72,17.6,85,100,21.92,light snow
104,Kortkeros,RU,61.81,51.58,32.0,97,75,8.95,broken clouds
105,Challapata,BO,-18.9,-66.77,50.45,50,94,2.35,overcast clouds
106,Longyearbyen,SJ,78.22,15.64,19.94,94,96,3.83,overcast clouds
107,Saskylakh,RU,71.92,114.08,-3.37,86,77,18.95,broken clouds
108,Novopokrovka,UA,49.84,36.55,42.8,93,75,4.47,broken clouds
109,Bilibino,RU,68.05,166.44,-1.75,89,100,0.72,overcast clouds
110,Loei,TH,17.42,101.5,82.4,51,20,8.05,few clouds
111,Inhambane,MZ,-23.86,35.38,82.4,88,75,6.93,broken clouds
112,Kyra,RU,49.58,111.98,38.14,73,7,3.31,clear sky
113,Nome,US,64.5,-165.41,24.8,79,1,3.36,clear sky
114,College,US,64.86,-147.8,32.0,97,90,3.36,snow
115,Marzuq,YE,14.4,46.47,76.84,22,6,0.85,clear sky
116,Ucluelet,CA,48.93,-125.55,35.01,86,16,5.06,few clouds
117,Pangai,TO,-19.8,-174.35,77.0,83,20,6.93,few clouds
118,Bluff,NZ,-46.6,168.33,55.0,73,52,7.0,broken clouds
119,Jamestown,US,42.1,-79.24,51.8,57,1,5.82,clear sky
120,Kodiak,US,57.79,-152.41,44.6,45,1,47.2,clear sky
121,Saint George,US,37.1,-113.58,39.99,86,75,9.17,broken clouds
122,Beni Mazar,EG,28.5,30.8,66.4,66,9,10.89,clear sky
123,Omboue,GA,-1.57,9.26,75.07,93,100,7.58,moderate rain
124,Santa Maria,BR,-29.68,-53.81,63.36,87,98,6.58,light rain
125,Clyde River,CA,70.47,-68.59,-0.4,77,1,8.05,clear sky
126,Ubud,ID,-8.51,115.27,87.8,62,40,8.05,scattered clouds
127,Karratha,AU,-20.74,116.85,90.68,25,0,22.32,clear sky
128,Norman Wells,CA,65.28,-126.83,12.2,92,75,2.24,broken clouds
129,Torbay,CA,47.67,-52.73,33.01,74,20,11.41,few clouds
130,Seoul,KR,37.57,126.98,48.2,19,90,10.78,overcast clouds
131,Kaitangata,NZ,-46.28,169.85,52.0,72,94,11.01,overcast clouds
132,Ayan,RU,56.45,138.17,8.28,87,0,16.6,clear sky
133,Cockburn Town,TC,21.46,-71.14,79.7,86,100,25.61,moderate rain
134,Yaan,NG,7.38,8.57,73.67,83,52,3.24,broken clouds
135,Hithadhoo,MV,-0.6,73.08,84.58,70,25,8.99,moderate rain
136,Pantelimon,RO,44.45,26.2,45.0,100,90,3.36,fog
137,Sao Felix Do Xingu,BR,-6.64,-51.99,72.39,94,88,0.4,light rain
138,Pangnirtung,CA,66.15,-65.71,7.18,81,1,4.25,clear sky
139,Samarai,PG,-10.62,150.67,80.65,82,100,14.2,light rain
140,Grindavik,IS,63.84,-22.43,44.6,87,90,23.04,overcast clouds
141,Mazatlan,MX,23.22,-106.42,81.0,88,5,4.56,clear sky
142,Tomatlan,MX,19.93,-105.25,70.39,94,37,1.79,scattered clouds
143,Narsaq,GL,60.92,-46.05,30.2,86,100,3.53,light snow
144,Vardo,NO,70.37,31.11,30.2,92,40,9.17,shower rain
145,Te Anau,NZ,-45.42,167.72,58.6,61,18,6.08,few clouds
146,Riyadh,SA,24.69,46.72,71.6,56,0,2.24,clear sky
147,Lewistown,US,40.6,-77.57,48.2,100,1,1.1,clear sky
148,Komsomolskiy,UZ,40.43,71.72,48.2,70,40,6.93,scattered clouds
149,Terrace,CA,54.52,-128.6,30.2,86,90,1.79,overcast clouds
150,Marsabit,KE,2.33,37.99,66.25,93,58,12.84,light rain
151,Hinton,CA,53.4,-117.59,3.2,91,28,3.36,scattered clouds
152,Lebu,CL,-37.62,-73.65,51.19,93,59,16.15,broken clouds
153,Puerto Ayora,EC,-0.74,-90.35,68.0,89,34,5.01,scattered clouds
154,Puerto Escondido,MX,15.85,-97.07,78.8,78,40,4.7,scattered clouds
155,Hofn,IS,64.25,-15.21,41.88,88,100,13.71,light rain
156,Kirkwall,GB,58.98,-2.96,51.8,93,100,10.29,haze
157,Fairbanks,US,64.84,-147.72,32.0,97,90,3.36,snow
158,Shirokiy,RU,49.76,129.52,12.81,86,26,11.36,scattered clouds
159,Dunedin,NZ,-45.87,170.5,52.0,76,100,4.0,overcast clouds
160,Hualmay,PE,-11.1,-77.61,59.7,89,68,4.72,broken clouds
161,La Ronge,CA,55.1,-105.28,12.2,78,100,11.41,overcast clouds
162,Denpasar,ID,-8.65,115.22,87.8,62,40,8.05,scattered clouds
163,Yellowknife,CA,62.46,-114.35,28.4,86,75,13.87,broken clouds
164,Saint Anthony,US,45.02,-93.22,66.99,68,75,14.99,broken clouds
165,Port Blair,IN,11.67,92.75,77.0,94,90,2.24,drizzle
166,Esperance,AU,-33.87,121.9,75.2,60,40,12.75,scattered clouds
167,San Patricio,US,28.02,-97.52,72.0,88,1,6.93,clear sky
168,Ozernovskiy,RU,51.5,156.52,35.49,83,100,9.51,overcast clouds
169,Esfarayen,IR,37.08,57.51,42.8,87,40,2.24,scattered clouds
170,Saint-Marc,HT,19.11,-72.69,76.89,81,100,7.18,overcast clouds
171,Haines Junction,CA,60.75,-137.51,37.4,64,99,10.29,light snow
172,Victoria,HK,22.29,114.16,82.99,47,20,1.99,few clouds
173,Huarmey,PE,-10.07,-78.15,60.3,85,92,5.48,overcast clouds
174,Mizan Teferi,ET,6.98,35.58,65.25,89,98,1.86,light rain
175,Roald,NO,62.58,6.13,44.6,93,20,6.93,moderate rain
176,Aleksin,RU,54.51,37.08,30.2,92,20,4.47,few clouds
177,Srednekolymsk,RU,67.45,153.68,-6.47,91,100,4.09,overcast clouds
178,Templin,DE,53.12,13.5,42.01,84,3,5.5,clear sky
179,Vila Franca Do Campo,PT,37.72,-25.43,60.8,72,75,4.7,broken clouds
180,Tessalit,ML,20.2,1.01,67.77,28,0,13.71,clear sky
181,Namibe,AO,-15.2,12.15,72.05,63,12,1.9,few clouds
182,Oda,JP,35.18,132.5,57.2,47,75,16.11,broken clouds
183,Ahipara,NZ,-35.17,173.17,58.46,85,56,8.01,broken clouds
184,Ewa Beach,US,21.32,-158.01,80.6,65,20,6.93,few clouds
185,Hasaki,JP,35.73,140.83,66.0,41,75,8.05,broken clouds
186,Klaksvik,FO,62.23,-6.59,48.2,100,100,6.93,light rain
187,Kismayo,SO,-0.36,42.55,84.72,63,43,4.97,light rain
188,Madimba,TZ,-10.4,40.33,73.4,94,40,9.69,scattered clouds
189,Massaguet,TD,12.48,15.44,66.2,48,71,5.82,broken clouds
190,Saint-Georges,GD,12.06,-61.75,82.4,83,40,21.92,scattered clouds
191,Naryan-Mar,RU,67.67,53.09,27.63,98,98,7.78,overcast clouds
192,Thompson,CA,55.74,-97.86,8.6,84,90,16.11,light snow
193,Pulaski,US,34.77,-92.3,64.99,88,20,4.7,few clouds
194,Erzin,TR,36.96,36.2,57.2,76,0,3.36,clear sky
195,Sargur,IN,11.98,76.42,78.8,69,40,8.05,mist
196,Lungi,SL,9.22,-12.68,71.35,98,20,0.72,few clouds
197,Tiksi,RU,71.69,128.87,-8.95,85,0,4.29,clear sky
198,High Prairie,CA,55.43,-116.49,14.0,85,10,8.05,clear sky
199,Estevan,CA,49.13,-102.98,19.4,85,90,19.46,overcast clouds
200,Paita,PE,-5.09,-81.11,61.75,87,51,8.9,broken clouds
201,Cidreira,BR,-30.18,-50.21,67.96,88,100,15.01,moderate rain
202,Marystown,CA,47.17,-55.15,37.99,100,91,12.64,overcast clouds
203,Umm Lajj,SA,25.02,37.27,79.07,46,0,6.24,clear sky
204,Itupiranga,BR,-5.13,-49.33,73.98,93,48,1.83,scattered clouds
205,Hatillo,PR,18.49,-66.83,75.99,96,100,10.31,moderate rain
206,Aberdeen,GB,57.14,-2.1,50.0,100,90,5.82,mist
207,Port Hedland,AU,-20.32,118.57,96.8,23,0,18.34,clear sky
208,Tutoia,BR,-2.76,-42.27,82.06,78,43,17.56,scattered clouds
209,Port Lincoln,AU,-34.73,135.87,75.07,38,17,17.76,few clouds
210,Touros,BR,-5.2,-35.46,75.2,94,75,3.36,broken clouds
211,Flinders,AU,-34.58,150.86,66.99,67,15,10.38,few clouds
212,Itape,PY,-25.85,-56.62,65.79,93,6,3.94,moderate rain
213,Ostrovnoy,RU,68.05,39.51,30.6,96,100,17.25,overcast clouds
214,Sao Filipe,CV,14.9,-24.5,79.18,76,2,7.65,clear sky
215,Guerrero Negro,MX,27.98,-114.06,63.34,64,75,10.2,broken clouds
216,Praia Da Vitoria,PT,38.73,-27.07,61.0,93,20,7.43,few clouds
217,Bloomingdale,US,27.89,-82.24,77.0,78,75,17.22,light rain
218,New Norfolk,AU,-42.78,147.06,79.0,31,38,3.0,scattered clouds
219,Sakakah,SA,29.97,40.21,64.4,68,40,17.22,scattered clouds
220,Shache,CN,38.42,77.24,55.87,27,100,3.96,overcast clouds
221,Puerto Leguizamo,CO,-0.19,-74.78,72.0,94,98,1.95,overcast clouds
222,Chon Daen,TH,16.19,100.86,89.01,42,0,7.52,clear sky
223,Jining,CN,35.41,116.58,64.92,25,97,3.74,overcast clouds
224,Cap Malheureux,MU,-19.98,57.61,79.0,69,5,10.0,clear sky
225,Seymchan,RU,62.88,152.43,-0.67,90,100,4.41,overcast clouds
226,Kefamenanu,ID,-9.45,124.48,93.22,30,64,13.42,broken clouds
227,Faanui,PF,-16.48,-151.75,77.54,70,100,17.9,overcast clouds
228,San Cosme Y Damian,PY,-27.32,-56.35,69.3,92,71,6.58,moderate rain
229,Kamyaran,IR,34.8,46.94,50.0,93,75,2.33,broken clouds
230,Bubaque,GW,11.28,-15.83,82.96,77,0,7.65,clear sky
231,Vao,NC,-22.67,167.48,70.97,73,4,18.41,clear sky
232,Seredka,RU,58.16,28.19,30.2,92,75,4.47,broken clouds
233,Morondava,MG,-20.28,44.28,84.24,67,22,6.42,few clouds
234,Cascais,PT,38.7,-9.42,59.0,97,8,4.0,clear sky
235,Storslett,NO,69.77,21.02,39.2,84,90,32.21,light intensity shower rain
236,Trelew,AR,-43.25,-65.31,69.08,55,99,10.58,overcast clouds
237,Souillac,MU,-20.52,57.52,75.2,83,75,11.41,shower rain
238,Chitipa,MW,-9.7,33.27,78.1,45,0,7.56,clear sky
239,Deep River,CA,46.1,-77.5,41.0,93,1,2.64,clear sky
240,Ugoofaaru,MV,5.67,73.0,84.13,72,85,8.99,light rain
241,Polson,US,47.69,-114.16,24.01,66,100,7.0,overcast clouds
242,Airai,TL,-8.93,125.41,79.09,45,100,7.09,overcast clouds
243,Buala,SB,-8.14,159.59,84.54,67,74,1.95,broken clouds
244,Nerchinskiy Zavod,RU,51.31,119.61,13.53,91,9,3.94,clear sky
245,Bathsheba,BB,13.22,-59.52,80.6,83,40,12.75,shower rain
246,Maceio,BR,-9.67,-35.74,77.0,88,75,3.36,broken clouds
247,Betare Oya,CM,5.6,14.08,68.5,74,4,2.13,clear sky
248,Saldanha,ZA,-33.01,17.94,57.97,52,0,12.12,clear sky
249,Iquique,CL,-20.22,-70.14,64.4,68,90,5.82,overcast clouds
250,Paraiso,CR,9.84,-83.87,68.0,100,90,3.36,mist
251,Hay River,CA,60.82,-115.8,21.2,73,34,17.22,scattered clouds
252,Honiara,SB,-9.43,159.95,87.8,74,40,5.82,scattered clouds
253,Kichmengskiy Gorodok,RU,59.98,45.79,32.2,93,90,12.88,overcast clouds
254,Paso De Carrasco,UY,-34.86,-56.05,59.0,87,0,6.93,clear sky
255,Yerbogachen,RU,61.28,108.01,34.43,90,100,9.53,overcast clouds
256,Dangriga,BZ,16.97,-88.23,75.0,93,0,1.01,clear sky
257,Pimentel,PE,-6.84,-79.93,61.72,86,83,8.95,broken clouds
258,Yarada,IN,17.65,83.27,84.2,30,0,3.36,haze
259,Songea,TZ,-10.68,35.65,74.73,62,21,9.22,few clouds
260,Xichang,CN,27.9,102.26,65.7,53,74,2.68,broken clouds
261,Hukuntsi,BW,-24.0,21.75,80.1,39,96,8.99,overcast clouds
262,Lagoa,PT,39.05,-27.98,60.98,66,90,14.14,overcast clouds
263,Saurimo,AO,-9.66,20.39,70.66,88,43,4.59,scattered clouds
264,Pembroke,CA,45.82,-77.12,41.0,93,1,2.59,clear sky
265,Tibu,CO,8.64,-72.74,73.89,97,100,1.74,heavy intensity rain
266,Solnechnyy,RU,50.72,136.63,15.75,78,30,4.9,scattered clouds
267,Itarema,BR,-2.92,-39.92,80.94,75,0,17.05,clear sky
268,Mackenzie,CA,55.3,-123.17,21.2,79,1,6.93,clear sky
269,Butaritari,KI,3.07,172.79,82.06,68,8,9.84,clear sky
270,Kaeo,NZ,-35.1,173.78,60.01,82,16,7.0,light rain
271,Anadyr,RU,64.75,177.48,10.4,92,95,6.71,fog
272,Morristown,US,36.21,-83.29,64.0,77,1,3.36,clear sky
273,Henties Bay,NA,-22.12,14.28,57.99,91,88,5.01,overcast clouds
274,Sinnamary,GF,5.38,-52.95,77.97,83,4,12.24,clear sky
275,Coquimbo,CL,-29.95,-71.34,53.6,81,0,3.36,clear sky
276,Anan,JP,33.92,134.65,62.6,39,20,14.99,few clouds
277,Castro,BR,-24.79,-50.01,59.32,91,98,4.25,overcast clouds
278,Turukhansk,RU,65.82,87.98,33.57,98,100,18.79,overcast clouds
279,Khammam,IN,17.25,80.15,78.55,48,0,6.33,clear sky
280,Khash,IR,28.22,61.22,70.45,23,15,2.1,few clouds
281,Alyangula,AU,-13.85,136.42,86.0,74,75,8.05,thunderstorm
282,Pevek,RU,69.7,170.31,17.87,95,98,1.9,overcast clouds
283,Oussouye,SN,12.48,-16.55,78.44,81,0,3.51,clear sky
284,Pagouria,GR,41.03,25.32,46.4,87,20,5.82,few clouds
285,Kungurtug,RU,50.6,97.52,39.69,68,0,1.07,clear sky
286,Marquette,US,46.53,-87.63,59.0,81,47,8.01,scattered clouds
287,Port Moresby,PG,-9.44,147.18,89.6,62,40,17.22,haze
288,Khatanga,RU,71.97,102.5,13.84,93,100,18.52,overcast clouds
289,Dir,PK,35.21,71.88,67.93,22,93,4.25,overcast clouds
290,Chuy,UY,-33.7,-53.46,59.0,88,51,7.4,broken clouds
291,Sola,VU,-13.88,167.55,82.13,79,100,10.8,light rain
292,Acapulco,MX,16.86,-99.89,78.24,81,12,3.67,few clouds
293,Padang,ID,-0.95,100.35,82.8,75,100,5.91,overcast clouds
294,Kavieng,PG,-2.57,150.8,84.4,65,49,1.92,scattered clouds
295,Nouadhibou,MR,20.93,-17.03,69.8,73,0,16.11,clear sky
296,Chimoio,MZ,-19.12,33.48,77.0,94,0,2.24,clear sky
297,Tuatapere,NZ,-46.13,167.68,55.0,73,84,7.0,broken clouds
298,Hamilton,US,39.18,-84.53,62.6,55,1,3.89,clear sky
299,Wanning,CN,18.8,110.4,76.95,71,67,21.14,broken clouds
300,Cestas,FR,44.74,-0.68,53.6,93,0,9.17,clear sky
301,Jaciara,BR,-15.97,-54.97,71.83,88,96,3.0,moderate rain
302,Nogliki,RU,51.83,143.17,24.17,90,100,20.94,overcast clouds
303,Kavaratti,IN,10.57,72.64,84.7,71,0,8.63,clear sky
304,Ampanihy,MG,-24.7,44.75,92.44,22,0,8.66,clear sky
305,Soyo,AO,-6.13,12.37,78.8,88,75,4.7,broken clouds
306,Meulaboh,ID,4.14,96.13,84.92,67,67,4.85,broken clouds
307,Kadiri,IN,14.12,78.17,78.89,60,7,9.22,clear sky
308,Khilok,RU,51.37,110.47,41.74,64,0,2.82,clear sky
309,Omsukchan,RU,62.53,155.8,-4.9,88,100,4.85,overcast clouds
310,Ancud,CL,-41.87,-73.82,52.0,81,0,8.05,clear sky
311,Yulara,AU,-25.24,130.99,100.4,13,53,14.99,broken clouds
312,Tolaga Bay,NZ,-38.37,178.3,60.22,84,11,12.01,few clouds
313,Lienz,AT,46.83,12.77,37.0,95,0,2.82,clear sky
314,West Bay,KY,19.37,-81.42,80.01,88,0,5.99,clear sky
315,Beni,CD,0.5,29.47,67.6,94,12,2.26,few clouds
316,Kaffrine,SN,14.11,-15.55,73.71,51,0,2.3,clear sky
317,Kati,ML,12.74,-8.07,69.8,56,0,4.7,clear sky
318,Gaoua,BF,10.3,-3.25,72.66,42,81,2.82,broken clouds
319,Yar-Sale,RU,66.83,70.83,17.87,97,92,7.99,overcast clouds
320,Miraflores,MX,19.22,-98.81,62.6,45,20,1.9,few clouds
321,Aykhal,RU,66.0,111.5,3.2,91,90,8.95,light shower snow
322,Ulladulla,AU,-35.35,150.47,68.0,52,20,12.75,few clouds
323,Deputatskiy,RU,69.3,139.9,-17.79,89,1,3.53,clear sky
324,Kibungo,RW,-2.16,30.54,62.6,93,75,2.24,moderate rain
325,Badiraguato,MX,25.37,-107.52,77.0,78,20,2.21,few clouds
326,Aitape,PG,-3.14,142.35,84.79,69,100,6.4,light rain
327,Caravelas,BR,-17.71,-39.25,72.63,91,86,4.43,overcast clouds
328,Monrovia,LR,6.3,-10.8,77.13,86,75,0.65,light rain
329,Kabanjahe,ID,3.1,98.49,82.4,83,75,5.82,broken clouds
330,Onega,RU,63.91,38.14,34.39,86,100,13.98,overcast clouds
331,Taltal,CL,-25.4,-70.48,56.86,75,4,1.07,clear sky
332,Turochak,RU,52.26,87.12,40.82,84,100,2.75,overcast clouds
333,Kailua,US,21.4,-157.74,80.6,65,75,11.41,broken clouds
334,Dhana,IN,23.75,78.85,79.86,18,0,5.14,clear sky
335,Umm Kaddadah,SD,13.6,26.69,73.02,27,14,16.93,few clouds
336,Isfana,KG,39.84,69.53,46.4,75,90,13.42,overcast clouds
337,Skovorodino,RU,53.98,123.92,14.54,84,0,3.6,clear sky
338,Beloha,MG,-25.17,45.05,93.09,20,0,12.01,clear sky
339,Vila Velha,BR,-20.33,-40.29,77.0,83,75,5.82,light rain
340,Christchurch,NZ,-43.53,172.63,55.99,66,99,11.41,overcast clouds
341,Qasigiannguit,GL,68.82,-51.19,14.0,61,97,4.7,overcast clouds
342,Kruisfontein,ZA,-34.0,24.73,55.99,95,100,5.99,light rain
343,Rathdrum,US,47.81,-116.89,30.0,92,90,1.9,overcast clouds
344,Oktyabrskiy,RU,54.48,53.47,33.15,88,87,14.65,overcast clouds
345,Irece,BR,-11.3,-41.86,67.98,80,32,12.03,scattered clouds
346,Necochea,AR,-38.55,-58.74,54.45,94,39,7.81,scattered clouds
347,Bambanglipuro,ID,-7.95,110.28,85.93,65,69,13.18,broken clouds
348,Smidovich,RU,48.6,133.82,25.83,72,7,8.9,clear sky
349,Northam,GB,51.03,-4.22,55.0,94,37,8.01,scattered clouds
350,Guaruja,BR,-23.99,-46.26,73.0,26,12,2.53,light rain
351,Hun,LY,29.13,15.95,56.79,84,0,3.85,clear sky
352,George,ZA,-33.96,22.46,55.4,76,75,12.75,broken clouds
353,Kiseljak,BA,43.94,18.08,28.4,100,40,2.24,scattered clouds
354,Mineiros,BR,-17.57,-52.55,70.41,81,99,6.71,overcast clouds
355,Astana,KZ,51.18,71.45,32.0,91,90,31.32,overcast clouds
356,Great Yarmouth,GB,52.61,1.73,55.99,99,93,8.14,overcast clouds
357,Vostok,RU,46.49,135.88,17.01,90,98,9.44,overcast clouds
358,Otavi,NA,-19.65,17.33,80.02,21,26,17.52,scattered clouds
359,Havelock,US,34.88,-76.9,64.99,93,1,11.41,clear sky
360,Bam,IR,29.11,58.36,74.86,19,10,12.71,clear sky
361,Fort Nelson,CA,58.81,-122.7,10.4,85,75,4.7,broken clouds
362,Amalapuram,IN,16.58,82.02,80.6,69,0,6.93,haze
363,Neya,RU,58.3,43.87,32.9,90,82,11.32,broken clouds
364,Sakata,JP,38.92,139.85,46.4,65,75,19.46,light intensity shower rain
365,Quatre Cocos,MU,-20.21,57.76,79.0,83,75,11.41,shower rain
